,Server,Time_floor,variable,Value
101,client,81,CPU Usage,0.1020288611654432
271,client,81,Memory Usage,0.011637880064847173
441,client,81,Latency,0.04854779807468749
102,client,83,CPU Usage,0.1098459830732402
272,client,83,Memory Usage,0.014067500948637884
442,client,83,Latency,0.015713804149477442
103,client,87,CPU Usage,0.055079251405018306
273,client,87,Memory Usage,0.01085117248093497
443,client,87,Latency,0.5493567719320364
104,client,90,CPU Usage,0.1523038828642799
274,client,90,Memory Usage,0.02361009925203998
444,client,90,Latency,1.5529880656218134
105,client,94,CPU Usage,0.004330365652539468
275,client,94,Memory Usage,0.008834587014890542
445,client,94,Latency,3.0860922999023206
106,client,95,CPU Usage,0.20214316339673827
276,client,95,Memory Usage,0.02826364711930804
446,client,95,Latency,1.0859334442617792
107,client,96,CPU Usage,0.20214316339673827
277,client,96,Memory Usage,0.02826364711930804
447,client,96,Latency,1.0859334442617792
108,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,0,CPU Usage,0.0073661272708311545
278,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,0,Memory Usage,0.00816062745332459
448,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,0,Latency,0.0
109,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,1,CPU Usage,0.006304856024962802
279,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,1,Memory Usage,0.004376646211351236
449,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,1,Latency,0.07366127270831152
110,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,3,CPU Usage,0.008049055206503859
280,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,3,Memory Usage,0.006975518566775045
450,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,3,Latency,0.06304856024962803
111,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,4,CPU Usage,0.005944342315668565
281,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,4,Memory Usage,0.0018284538659059293
451,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,4,Latency,0.08049055206503858
112,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,6,CPU Usage,0.007837462852559745
282,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,6,Memory Usage,0.00928082046937875
452,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,6,Latency,0.05944342315668565
113,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,9,CPU Usage,0.0056949529269391405
283,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,9,Memory Usage,0.007411100611137312
453,credit#3d21a0ff-a386-486e-9b83-da94a47d9b0d,9,Latency,0.07837462852559746
